task,mode,model,seed,n_agents,episodes_total,max_steps,phase_length,episodes,mean_reward,reward_per_agent,policy_loss,runtime,throughput_agent_steps_per_sec,episode_runtime_total,throughput_total_agent_steps_per_sec,stage,mean_f1,mean_temporal_var,mean_uncertainty,mean_core_size,mean_core_switches,proxy_loss,bc_loss,triggered,trigger_count,proxy_buffer_size,pushed_proxy_samples,promoted,demoted,mean_mu,max_p
scalability,behavioral_drift,FullExplicitLocal,0,8,120,30,40,0,-0.2760000228881836,-0.2760000228881836,-0.28876787424087524,0.09451985359191895,2539.149087515292,0.09451985359191895,2539.149087515292,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0
scalability,behavioral_drift,FullExplicitLocal,0,8,120,30,40,15,-0.2686249613761902,-0.2686249613761902,0.012583562172949314,0.06825089454650879,3516.437426859728,0.06825089454650879,3516.437426859728,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0
scalability,behavioral_drift,FullExplicitLocal,0,8,120,30,40,30,-0.2173749953508377,-0.2173749953508377,-0.001609809696674347,0.06321907043457031,3796.3228239553478,0.06321907043457031,3796.3228239553478,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0
scalability,behavioral_drift,FullExplicitLocal,0,8,120,30,40,45,-0.20487499237060547,-0.20487499237060547,-0.0244199987500906,0.09546422958374023,2514.0306588812355,0.09546422958374023,2514.0306588812355,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0
scalability,behavioral_drift,FullExplicitLocal,0,8,120,30,40,60,-0.1901250183582306,-0.1901250183582306,0.010897318832576275,0.0715172290802002,3355.8347140499727,0.0715172290802002,3355.8347140499727,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0
scalability,behavioral_drift,FullExplicitLocal,0,8,120,30,40,75,-0.2618749737739563,-0.2618749737739563,-0.09443046152591705,0.07115697860717773,3372.824488865956,0.07115697860717773,3372.824488865956,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0
scalability,behavioral_drift,FullExplicitLocal,0,8,120,30,40,90,-0.17949999868869781,-0.17949999868869781,-0.0008625661139376462,0.06751108169555664,3554.9719241988687,0.06751108169555664,3554.9719241988687,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0
scalability,behavioral_drift,FullExplicitLocal,0,8,120,30,40,105,-0.17012500762939453,-0.17012500762939453,-0.14335891604423523,0.06658601760864258,3604.360323973618,0.06658601760864258,3604.360323973618,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0
