task,mode,model,seed,n_agents,episodes_total,max_steps,phase_length,episodes,mean_reward,reward_per_agent,mean_f1,mean_temporal_var,mean_uncertainty,mean_core_size,mean_core_switches,mean_mu,max_p,runtime,throughput_agent_steps_per_sec,episode_runtime_total,throughput_total_agent_steps_per_sec,proxy_train_residual,proxy_holdout_residual,scheduler_residual_ewma,scheduler_cusum_score,scheduler_accel_remaining,proxy_loss,bc_loss,policy_loss,triggered,trigger_count,stage,proxy_buffer_size,pushed_proxy_samples,promoted,demoted
scalability,behavioral_drift,NoMultiMemory,0,16,120,30,40,0,-0.30049997568130493,-0.30049997568130493,0.6071428571428572,0.0,1.0,3.0,0.0,0.0,0.58,1.553109884262085,309.0573338460582,1.8244121074676514,263.09845129577496,0.0,0.0,0.0,0.0,0,0.0,3.2005882561206818,-0.0880151093006134,0,0,0,7200,7200,0,0
scalability,behavioral_drift,NoMultiMemory,0,16,120,30,40,15,-0.4181874990463257,-0.4181874990463257,0.5535714285714286,0.0,1.0,3.0,1.75,0.0,0.58,1.588136911392212,302.2409444404995,1.903203010559082,252.20641063351195,0.0,0.0,0.0,0.0,0,0.0,3.190945655107498,0.018420103937387466,0,0,0,100000,7200,0,0
scalability,behavioral_drift,NoMultiMemory,0,16,120,30,40,30,-0.33787500858306885,-0.33787500858306885,0.5357142857142857,0.0,1.0,3.0,0.0,0.0,0.58,1.571235179901123,305.49214155846875,1.889021396636963,254.09982166138886,0.0,0.0,0.0,0.0,0,0.0,3.1966768205165863,0.06007295101881027,0,0,1,100000,7200,0,0
scalability,behavioral_drift,NoMultiMemory,0,16,120,30,40,45,-0.28706252574920654,-0.28706252574920654,0.125,9.82270201417664e-10,0.7302211552745751,2.0,0.375,0.00029412318869635496,4.943035601685641e-08,1.667801856994629,287.8039726283539,1.992197036743164,240.94002307357215,0.0,0.0,0.0,0.0,0,0.0,3.195148319005966,-0.042092110961675644,0,0,1,100000,7200,0,0
scalability,behavioral_drift,NoMultiMemory,0,16,120,30,40,60,-0.19850000739097595,-0.19850000739097595,0.08333333333333333,7.978892650939895e-10,0.6563140025470898,2.0,0.125,0.00022729355297695103,4.690087734984123e-08,1.5777573585510254,304.22928937616905,1.8964593410491943,253.10323802378252,0.0,0.0,0.0,0.0,0,0.0,3.1641634106636047,0.0643215999007225,0,0,1,100000,7200,0,0
scalability,behavioral_drift,NoMultiMemory,0,16,120,30,40,75,-0.2396249771118164,-0.2396249771118164,0.14583333333333331,7.071007943872785e-10,0.6101064644625217,2.0,0.125,0.00018691213137532868,4.651860132584644e-08,1.6490797996520996,291.07142061970796,1.9674186706542969,243.97450688031148,0.0,0.0,0.0,0.0,0,0.0,3.1121668815612793,-0.1185908243060112,0,0,1,100000,7200,0,0
scalability,behavioral_drift,NoMultiMemory,0,16,120,30,40,90,-0.25581246614456177,-0.25581246614456177,0.16666666666666666,2.530892323546852e-10,0.576293846870291,2.0,0.375,0.0001648109869944037,4.5697839093107015e-08,1.6000981330871582,299.9816011746163,1.9456462860107422,246.70465718831582,0.0,0.0,0.0,0.0,0,0.0,3.012634187936783,-0.11143800616264343,0,0,1,100000,7200,0,0
scalability,behavioral_drift,NoMultiMemory,0,16,120,30,40,105,-0.2825624942779541,-0.2825624942779541,0.16666666666666666,1.3264022398819437e-10,0.5381324289394553,2.0,0.25,0.00015033907885216022,4.523438678576897e-08,1.5680310726165771,306.11638275702205,4.018433332443237,119.44953674474834,0.028924232348799706,0.02776465006172657,0.0,0.0,0,0.0014606363838538527,2.9638287127017975,-0.02981237880885601,0,0,1,100000,7200,14,14
