task,mode,model,seed,n_agents,episodes_total,max_steps,phase_length,last_episodes,mean_episodes,std_episodes,min_episodes,max_episodes,last_mean_reward,mean_mean_reward,std_mean_reward,min_mean_reward,max_mean_reward,last_reward_per_agent,mean_reward_per_agent,std_reward_per_agent,min_reward_per_agent,max_reward_per_agent,last_mean_f1,mean_mean_f1,std_mean_f1,min_mean_f1,max_mean_f1,last_mean_temporal_var,mean_mean_temporal_var,std_mean_temporal_var,min_mean_temporal_var,max_mean_temporal_var,last_mean_uncertainty,mean_mean_uncertainty,std_mean_uncertainty,min_mean_uncertainty,max_mean_uncertainty,last_mean_core_size,mean_mean_core_size,std_mean_core_size,min_mean_core_size,max_mean_core_size,last_mean_core_switches,mean_mean_core_switches,std_mean_core_switches,min_mean_core_switches,max_mean_core_switches,last_mean_mu,mean_mean_mu,std_mean_mu,min_mean_mu,max_mean_mu,last_max_p,mean_max_p,std_max_p,min_max_p,max_max_p,last_runtime,mean_runtime,std_runtime,min_runtime,max_runtime,last_throughput_agent_steps_per_sec,mean_throughput_agent_steps_per_sec,std_throughput_agent_steps_per_sec,min_throughput_agent_steps_per_sec,max_throughput_agent_steps_per_sec,last_episode_runtime_total,mean_episode_runtime_total,std_episode_runtime_total,min_episode_runtime_total,max_episode_runtime_total,last_throughput_total_agent_steps_per_sec,mean_throughput_total_agent_steps_per_sec,std_throughput_total_agent_steps_per_sec,min_throughput_total_agent_steps_per_sec,max_throughput_total_agent_steps_per_sec,last_proxy_train_residual,mean_proxy_train_residual,std_proxy_train_residual,min_proxy_train_residual,max_proxy_train_residual,last_proxy_holdout_residual,mean_proxy_holdout_residual,std_proxy_holdout_residual,min_proxy_holdout_residual,max_proxy_holdout_residual,last_scheduler_residual_ewma,mean_scheduler_residual_ewma,std_scheduler_residual_ewma,min_scheduler_residual_ewma,max_scheduler_residual_ewma,last_scheduler_cusum_score,mean_scheduler_cusum_score,std_scheduler_cusum_score,min_scheduler_cusum_score,max_scheduler_cusum_score,last_scheduler_accel_remaining,mean_scheduler_accel_remaining,std_scheduler_accel_remaining,min_scheduler_accel_remaining,max_scheduler_accel_remaining,last_proxy_loss,mean_proxy_loss,std_proxy_loss,min_proxy_loss,max_proxy_loss,last_bc_loss,mean_bc_loss,std_bc_loss,min_bc_loss,max_bc_loss,last_policy_loss,mean_policy_loss,std_policy_loss,min_policy_loss,max_policy_loss,last_triggered,mean_triggered,std_triggered,min_triggered,max_triggered,last_trigger_count,mean_trigger_count,std_trigger_count,min_trigger_count,max_trigger_count,last_stage,mean_stage,std_stage,min_stage,max_stage,last_proxy_buffer_size,mean_proxy_buffer_size,std_proxy_buffer_size,min_proxy_buffer_size,max_proxy_buffer_size,last_pushed_proxy_samples,mean_pushed_proxy_samples,std_pushed_proxy_samples,min_pushed_proxy_samples,max_pushed_proxy_samples,last_promoted,mean_promoted,std_promoted,min_promoted,max_promoted,last_demoted,mean_demoted,std_demoted,min_demoted,max_demoted
scalability,behavioral_drift,Final-CIGAMF,0,16,12,12,40,11,5.5,3.452052529534663,0.0,11.0,-0.12950000166893005,-0.13835416299601397,0.018229839918710154,-0.18662500381469727,-0.11606249213218689,-0.12950000166893005,-0.13835416299601397,0.018229839918710154,-0.18662500381469727,-0.11606249213218689,0.5892857142857143,0.6354166666666666,0.04637034658000855,0.5892857142857143,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.4741586115308768,0.0,1.125,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,0.58,0.58,1.7901570796966553,1.78922837972641,0.023640485081274525,1.7626571655273438,1.8569879531860352,107.25315793658436,107.32714701537236,1.386708062153405,103.39323939640292,108.92645703032008,1.9633381366729736,1.9607523282368977,0.024316964577078815,1.9368951320648193,2.0281288623809814,97.79263001805622,97.93638592190007,1.1926150034574123,94.66854082170892,99.12772086701419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.225192070007324,3.209597925345103,0.011337422013123903,3.186373710632324,3.226417064666748,-0.037733715027570724,-0.04687899257987738,0.11314534094871366,-0.31978416442871094,0.10604149848222733,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.5833333333333334,0.4930066485916347,0.0,1.0,34560,18720.0,9941.91128505983,2880.0,34560.0,2880,2880.0,0.0,2880.0,2880.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
