task,mode,model,seed,n_agents,episodes_total,max_steps,phase_length,episodes,mean_reward,reward_per_agent,mean_f1,mean_temporal_var,mean_uncertainty,mean_core_size,mean_core_switches,mean_mu,max_p,runtime,throughput_agent_steps_per_sec,episode_runtime_total,throughput_total_agent_steps_per_sec,proxy_train_residual,proxy_holdout_residual,scheduler_residual_ewma,scheduler_cusum_score,scheduler_accel_remaining,proxy_loss,bc_loss,policy_loss,triggered,trigger_count,stage,proxy_buffer_size,pushed_proxy_samples,promoted,demoted
structural,structural_shift,Final-CIGAMF,0,24,120,30,40,0,-0.3543333113193512,-0.3543333113193512,0.6666666666666666,0.0,1.0,3.0,0.0,0.0,0.58,4.365448951721191,164.93148997106502,5.095219612121582,141.30892381696606,0.0,0.0,0.0,0.0,0,0.0,3.7958079874515533,-0.30435192584991455,0,0,0,16560,16560,0,0
structural,structural_shift,Final-CIGAMF,0,24,120,30,40,15,-0.3499166667461395,-0.3499166667461395,0.6071428571428572,0.0,1.0,3.0,2.1666666666666665,0.0,0.58,4.494560956954956,160.19362222373698,5.260191917419434,136.87713515084457,0.0,0.0,0.0,0.0,0,0.0,3.5643562972545624,-0.06639265269041061,0,0,0,100000,16560,0,0
structural,structural_shift,Final-CIGAMF,0,24,120,30,40,30,-0.3279166519641876,-0.3279166519641876,0.5238095238095238,0.0,1.0,3.0,0.0,0.0,0.58,4.549407958984375,158.2623511655207,5.392530918121338,133.5180105468612,0.0,0.0,0.0,0.0,0,0.0,3.4347850382328033,0.04893192648887634,0,0,1,100000,16560,0,0
structural,structural_shift,Final-CIGAMF,0,24,120,30,40,45,-0.25333333015441895,-0.25333333015441895,0.25,1.663942885731023e-09,0.7302211552745751,2.0,0.3333333333333333,0.0003061150880776789,5.094259705983349e-08,4.177277326583862,172.36107246650275,4.925970077514648,146.1641034497045,0.0,0.0,0.0,0.0,0,0.0,3.3852325081825256,-0.0358385294675827,0,0,1,100000,16560,0,0
structural,structural_shift,Final-CIGAMF,0,24,120,30,40,60,-0.2810416519641876,-0.2810416519641876,0.2638888888888889,1.195007132497436e-09,0.6563140025470898,2.0,0.4166666666666667,0.00022963342426892563,4.809338655535501e-08,4.173319101333618,172.52455000862938,4.929129123687744,146.07042784493535,0.0,0.0,0.0,0.0,0,0.0,3.3094885647296906,0.005034453235566616,0,0,1,100000,16560,0,0
structural,structural_shift,Final-CIGAMF,0,24,120,30,40,75,-0.25454166531562805,-0.25454166531562805,0.3055555555555555,9.64442062592568e-10,0.6101064644625217,2.0,0.0,0.00019718882360420304,4.734992745468957e-08,4.171663761138916,172.59300874321448,4.916358947753906,146.44984380746652,0.0,0.0,0.0,0.0,0,0.0,3.254287153482437,-0.13900133967399597,0,0,1,100000,16560,0,0
structural,structural_shift,Final-CIGAMF,0,24,120,30,40,90,-0.22766666114330292,-0.22766666114330292,0.08333333333333333,2.3974465860393757e-10,0.576293846870291,2.0,0.08333333333333333,0.00017786728228509966,4.708733462723433e-08,4.17849588394165,172.3108075245514,4.955760717391968,145.28546494853956,0.0,0.0,0.0,0.0,0,0.0,3.2208774983882904,0.056003108620643616,0,0,1,100000,16560,0,0
structural,structural_shift,Final-CIGAMF,0,24,120,30,40,105,-0.24933333694934845,-0.24933333694934845,0.08333333333333333,1.1347559812743032e-10,0.20000000000000293,2.0,0.25,0.00015576386718882596,4.669925054099922e-08,4.185018301010132,172.04225841168116,7.490724325180054,96.11887565795494,0.040154632180929184,0.036489300429821014,0.0,6.539364601502688,7,0.0026431139558553696,3.160745769739151,0.07150541245937347,1,1,1,100000,16560,25,25
