flatland-rl	69446a211ff55fce9028a2860ddd319f51fe435e	https://github.com/flatland-association/flatland-rl.git
robotic-warehouse	96fbc64e3eae5fee915e0d390f864fa06ddccd47	https://github.com/semitable/robotic-warehouse.git
CybORG	2742b5e0ce4330c9b14006b38acd3b5ebe00d6fd	https://github.com/cage-challenge/CybORG.git
CityFlow	81ee0f47659ca66177a71f81676691c58ee89184	https://github.com/cityflow-project/CityFlow.git
