task,mode,model,seed,n_agents,episodes_total,max_steps,phase_length,episodes,mean_reward,reward_per_agent,mean_f1,mean_temporal_var,mean_uncertainty,mean_core_size,mean_core_switches,mean_mu,max_p,runtime,throughput_agent_steps_per_sec,episode_runtime_total,throughput_total_agent_steps_per_sec,proxy_train_residual,proxy_holdout_residual,scheduler_residual_ewma,scheduler_cusum_score,scheduler_accel_remaining,proxy_loss,bc_loss,policy_loss,triggered,trigger_count,stage,proxy_buffer_size,pushed_proxy_samples,promoted,demoted
scalability,behavioral_drift,Final-CIGAMF,0,48,12,12,40,0,-0.14547915756702423,-0.14547915756702423,0.5357142857142858,0.0,1.0,3.0,0.0,0.0,0.58,21.577327013015747,26.694687421317234,22.0746750831604,26.093249292688338,0.0,0.0,0.0,0.0,0,0.0,3.2191890478134155,-0.40317806601524353,0,0,0,27072,27072,0,0
scalability,behavioral_drift,Final-CIGAMF,0,48,12,12,40,1,-0.1874374896287918,-0.1874374896287918,0.5773809523809524,0.0,1.0,3.0,1.875,0.0,0.58,21.651082038879395,26.603751210478176,22.160428047180176,25.99227771113806,0.0,0.0,0.0,0.0,0,0.0,3.207471489906311,-0.10068628191947937,0,0,0,54144,27072,0,0
scalability,behavioral_drift,Final-CIGAMF,0,48,12,12,40,2,-0.17789584398269653,-0.17789584398269653,0.5773809523809524,0.0,1.0,3.0,2.125,0.0,0.58,21.924427032470703,26.27206627324525,22.54287624359131,25.551309148660675,0.0,0.0,0.0,0.0,0,0.0,3.2342242002487183,0.21840327978134155,0,0,0,81216,27072,0,0
scalability,behavioral_drift,Final-CIGAMF,0,48,12,12,40,3,-0.19427083432674408,-0.19427083432674408,0.505952380952381,0.0,1.0,3.0,1.75,0.0,0.58,22.25214409828186,25.885146054059316,22.752703428268433,25.315673006327923,0.0,0.0,0.0,0.0,0,0.0,3.2077372074127197,0.16429421305656433,0,0,0,100000,27072,0,0
scalability,behavioral_drift,Final-CIGAMF,0,48,12,12,40,4,-0.1747083216905594,-0.1747083216905594,0.4702380952380953,0.0,1.0,3.0,2.7916666666666665,0.0,0.58,21.772917985916138,26.45488309709277,22.295326948165894,25.835010239550858,0.0,0.0,0.0,0.0,0,0.0,3.2154871225357056,0.14599841833114624,0,0,0,100000,27072,0,0
scalability,behavioral_drift,Final-CIGAMF,0,48,12,12,40,5,-0.18545834720134735,-0.18545834720134735,0.3988095238095239,0.0,1.0,3.0,0.0,0.0,0.58,21.10402798652649,27.29336789961317,21.6142578125,26.64907604030181,0.0,0.0,0.0,0.0,0,0.0,3.200840950012207,0.014553828164935112,0,0,1,100000,27072,0,0
scalability,behavioral_drift,Final-CIGAMF,0,48,12,12,40,6,-0.17162500321865082,-0.17162500321865082,0.4047619047619048,0.0,1.0,3.0,0.0,0.0,0.58,21.10677671432495,27.28981349431127,21.627939701080322,26.63221776835399,0.0,0.0,0.0,0.0,0,0.0,3.1988250017166138,-0.060455985367298126,0,0,1,100000,27072,0,0
scalability,behavioral_drift,Final-CIGAMF,0,48,12,12,40,7,-0.18299998342990875,-0.18299998342990875,0.3869047619047619,0.0,1.0,3.0,0.0,0.0,0.58,21.324605226516724,27.011051031498365,21.855531215667725,26.35488445996128,0.0,0.0,0.0,0.0,0,0.0,3.201116442680359,-0.14608988165855408,0,0,1,100000,27072,0,0
scalability,behavioral_drift,Final-CIGAMF,0,48,12,12,40,8,-0.16562499105930328,-0.16562499105930328,0.32142857142857145,0.0,1.0,3.0,0.0,0.0,0.58,22.23746681213379,25.902230900046035,22.78272581100464,25.282312782861887,0.0,0.0,0.0,0.0,0,0.0,3.2253843545913696,-0.15409675240516663,0,0,1,100000,27072,0,0
scalability,behavioral_drift,Final-CIGAMF,0,48,12,12,40,9,-0.14022916555404663,-0.14022916555404663,0.36904761904761907,0.0,1.0,3.0,0.0,0.0,0.58,22.741388082504272,25.328269229226887,23.342917919158936,24.67557834863662,0.0,0.0,0.0,0.0,0,0.0,3.195075511932373,-0.09554095566272736,0,0,1,100000,27072,0,0
scalability,behavioral_drift,Final-CIGAMF,0,48,12,12,40,10,-0.1457291692495346,-0.1457291692495346,0.3333333333333334,0.0,1.0,3.0,0.0,0.0,0.58,22.327762842178345,25.797479311805706,22.93487286567688,25.114593107773935,0.0,0.0,0.0,0.0,0,0.0,3.1993634700775146,-0.07944284379482269,0,0,1,100000,27072,0,0
scalability,behavioral_drift,Final-CIGAMF,0,48,12,12,40,11,-0.18264584243297577,-0.18264584243297577,0.3333333333333333,0.0,1.0,3.0,0.0,0.0,0.58,24.298156023025513,23.705502567938435,24.914039850234985,23.11949420738232,0.0,0.0,0.0,0.0,0,0.0,3.199177384376526,-0.10203594714403152,0,0,1,100000,27072,0,0
