seed,state_idx,ego_id,top_k,oracle_core_f1,bias,variance,mae,rmse,rank_correlation,p_value,constant_case
0,0,0,4,0.75,0.0032184929586946964,1.3676767594006378e-06,0.0032184929586946964,0.0034243795089423656,0.35355339059327373,0.5594043441634877,0
0,0,1,4,0.75,0.004075238015502691,7.335725058510434e-06,0.004075238015502691,0.004893188364803791,0.11180339887498947,0.8579446176050994,0
0,0,2,4,0.75,0.004892904311418533,1.1501555491122417e-05,0.004908769391477108,0.005953324493020773,-0.7071067811865475,0.18169011381620942,0
0,1,0,4,0.75,0.0024788142181932926,4.014279056718806e-06,0.002592445118352771,0.003187286900356412,0.0,1.0,0
0,1,1,4,0.75,0.002702724654227495,2.742910510278307e-06,0.002702724654227495,0.0031697999220341444,0.7071067811865475,0.18169011381620942,0
0,1,2,4,0.75,0.0050979373045265675,1.0408049092802685e-05,0.0050979373045265675,0.006032993551343679,0.0,1.0,1
0,2,0,4,0.75,0.0028781755827367306,1.4764671050215838e-06,0.0028781755827367306,0.0031241581309586763,-0.7071067811865475,0.18169011381620942,0
0,2,1,4,0.75,0.003486376954242587,3.0446681194007397e-06,0.003486376954242587,0.0038986527360975742,-0.3354101966249684,0.5810906728217107,0
0,2,2,4,0.75,0.005420865956693888,2.485059667378664e-06,0.005420865956693888,0.005645426455885172,0.0,1.0,1
