task,mode,model,seed,n_agents,episodes_total,max_steps,phase_length,episodes,mean_reward,reward_per_agent,mean_f1,mean_temporal_var,mean_uncertainty,mean_core_size,mean_core_switches,mean_mu,max_p,runtime,throughput_agent_steps_per_sec,episode_runtime_total,throughput_total_agent_steps_per_sec,proxy_train_residual,proxy_holdout_residual,scheduler_residual_ewma,scheduler_cusum_score,scheduler_accel_remaining,proxy_loss,bc_loss,policy_loss,triggered,trigger_count,stage,proxy_buffer_size,pushed_proxy_samples,promoted,demoted
behavioral,behavioral_drift,Final-CIGAMF,0,24,120,30,40,0,-0.3543333113193512,-0.3543333113193512,0.6666666666666666,0.0,1.0,3.0,0.0,0.0,0.58,4.707256078720093,152.95534977476063,5.421202182769775,132.81187008453188,0.0,0.0,0.0,0.0,0,0.0,3.7958079874515533,-0.30435192584991455,0,0,0,16560,16560,0,0
behavioral,behavioral_drift,Final-CIGAMF,0,24,120,30,40,15,-0.3499166667461395,-0.3499166667461395,0.6071428571428572,0.0,1.0,3.0,2.1666666666666665,0.0,0.58,4.487523078918457,160.44485729386554,5.336786985397339,134.9126360055373,0.0,0.0,0.0,0.0,0,0.0,3.5643562972545624,-0.06639265269041061,0,0,0,100000,16560,0,0
behavioral,behavioral_drift,Final-CIGAMF,0,24,120,30,40,30,-0.3279166519641876,-0.3279166519641876,0.5238095238095238,0.0,1.0,3.0,0.0,0.0,0.58,4.683137655258179,153.74307846612012,5.486334562301636,131.23516107591232,0.0,0.0,0.0,0.0,0,0.0,3.4347850382328033,0.04893192648887634,0,0,1,100000,16560,0,0
behavioral,behavioral_drift,Final-CIGAMF,0,24,120,30,40,45,-0.2979166507720947,-0.2979166507720947,0.1111111111111111,1.6472241381873837e-09,0.7302211552745751,2.0,0.16666666666666666,0.0003033826392611451,5.190119448711836e-08,4.1819987297058105,172.1664798426779,4.986995697021484,144.37550055036635,0.0,0.0,0.0,0.0,0,0.0,3.3836981654167175,-0.04591047018766403,0,0,1,100000,16560,0,0
behavioral,behavioral_drift,Final-CIGAMF,0,24,120,30,40,60,-0.31320834159851074,-0.31320834159851074,0.1111111111111111,1.1943687492271266e-09,0.6563140025470898,2.0,0.16666666666666666,0.00022892463678404805,4.838728003285841e-08,4.1468589305877686,173.6253902174455,4.895801782608032,147.06477753199607,0.0,0.0,0.0,0.0,0,0.0,3.3080500960350037,0.19264672696590424,0,0,1,100000,16560,0,0
behavioral,behavioral_drift,Final-CIGAMF,0,24,120,30,40,75,-0.4061666429042816,-0.4061666429042816,0.09722222222222221,9.765637888773448e-10,0.6101064644625217,2.0,0.16666666666666666,0.0001940864958535066,4.7141410700773694e-08,4.45673394203186,161.5532830464962,5.240135908126831,137.4010164284795,0.0,0.0,0.0,0.0,0,0.0,3.2784158885478973,-0.09557937830686569,0,0,1,100000,16560,0,0
behavioral,behavioral_drift,Final-CIGAMF,0,24,120,30,40,90,-0.257999986410141,-0.257999986410141,0.09722222222222221,2.6561819390685345e-10,0.576293846870291,2.0,0.08333333333333333,0.00017239510146105773,4.6579681797163093e-08,4.468228101730347,161.1377001369236,5.532543897628784,130.1390487490913,0.0,0.0,0.0,0.0,0,0.0,3.240987718105316,-0.08359311521053314,0,0,1,100000,16560,0,0
behavioral,behavioral_drift,Final-CIGAMF,0,24,120,30,40,105,-0.2942083179950714,-0.2942083179950714,0.09722222222222221,2.509328682884697e-09,0.16454004595076024,2.0,0.4166666666666667,0.0001841261353149592,4.7826645604594315e-08,4.24308180809021,169.68798448033422,5.005232095718384,143.8494731574802,0.0,0.0,0.0,0.0,0,0.0,3.184226095676422,-0.11852896958589554,0,1,1,100000,16560,0,0
