task,mode,model,seed,n_agents,episodes_total,max_steps,phase_length,episodes,mean_reward,reward_per_agent,mean_f1,mean_temporal_var,mean_uncertainty,mean_core_size,mean_core_switches,mean_mu,max_p,runtime,throughput_agent_steps_per_sec,episode_runtime_total,throughput_total_agent_steps_per_sec,proxy_train_residual,proxy_holdout_residual,scheduler_residual_ewma,scheduler_cusum_score,scheduler_accel_remaining,proxy_loss,bc_loss,policy_loss,triggered,trigger_count,stage,proxy_buffer_size,pushed_proxy_samples,promoted,demoted
behavioral,behavioral_drift,NoBelief,0,24,120,30,40,0,-0.320250004529953,-0.320250004529953,0.6904761904761906,0.0,1.0,3.0,0.0,0.0,0.58,10.61573576927185,67.82384336317989,11.28303074836731,63.81264183864661,0.0,0.0,0.0,0.0,0,0.0,3.205112725496292,-0.13874788582324982,0,0,0,0,0,0,0
behavioral,behavioral_drift,NoBelief,0,24,120,30,40,15,-0.4349166452884674,-0.4349166452884674,0.6309523809523809,0.0,1.0,3.0,1.3333333333333333,0.0,0.58,10.910601139068604,65.99086437335053,11.670799016952515,61.69243416446107,0.0,0.0,0.0,0.0,0,0.0,3.1968682408332825,-0.029821639880537987,0,0,0,0,0,0,0
behavioral,behavioral_drift,NoBelief,0,24,120,30,40,30,-0.3238333463668823,-0.3238333463668823,0.5595238095238096,0.0,1.0,3.0,0.0,0.0,0.58,10.53856611251831,68.32048993313643,11.230079174041748,64.11352839473075,0.0,0.0,0.0,0.0,0,0.0,3.179073005914688,-0.0632508248090744,0,0,1,0,0,0,0
behavioral,behavioral_drift,NoBelief,0,24,120,30,40,45,-0.27137500047683716,-0.27137500047683716,0.5714285714285715,0.0,1.0,3.0,0.0,0.0,0.58,11.389603614807129,63.21554501369646,12.130862474441528,59.35274606541501,0.0,0.0,0.0,0.0,0,0.0,3.1172430217266083,-0.053366437554359436,0,0,1,0,0,0,0
behavioral,behavioral_drift,NoBelief,0,24,120,30,40,60,-0.2824999988079071,-0.2824999988079071,0.46428571428571436,0.0,1.0,3.0,0.0,0.0,0.58,11.129509687423706,64.69287688509733,11.897894144058228,60.514910561678334,0.0,0.0,0.0,0.0,0,0.0,3.044230729341507,-0.20189931988716125,0,0,1,0,0,0,0
behavioral,behavioral_drift,NoBelief,0,24,120,30,40,75,-0.26762500405311584,-0.26762500405311584,0.5833333333333334,0.0,1.0,3.0,0.0,0.0,0.58,10.991570234298706,65.50474451350654,11.752150535583496,61.26538269059467,0.0,0.0,0.0,0.0,0,0.0,3.0663097500801086,-0.050297219306230545,0,0,1,0,0,0,0
behavioral,behavioral_drift,NoBelief,0,24,120,30,40,90,-0.27274999022483826,-0.27274999022483826,0.6309523809523809,0.0,1.0,3.0,0.0,0.0,0.58,11.371768951416016,63.314687721504,12.205407619476318,58.99024616360106,0.0,0.0,0.0,0.0,0,0.0,3.0379137694835663,0.033372294157743454,0,0,1,0,0,0,0
behavioral,behavioral_drift,NoBelief,0,24,120,30,40,105,-0.24683332443237305,-0.24683332443237305,0.5833333333333334,0.0,1.0,3.0,0.0,0.0,0.58,11.009656190872192,65.39713752341626,11.773518323898315,61.154191991914416,0.0,0.0,0.0,0.0,0,0.0,3.0075880885124207,-0.11342135816812515,0,0,1,0,0,0,0
